1556953200000,9,7,8,2
1556866800000,0,9,4,7
1556780400000,0,9,6,5
1556694000000,8,3,0,6
1556607600000,0,4,5,2
1556521200000,5,0,4,3
1556434800000,3,6,9,6
1556348400000,4,0,6,7
1556262000000,9,4,2,3
1556175600000,1,2,5,4
1556089200000,1,6,3,3
1556002800000,3,1,6,3
1555916400000,5,1,3,3
1555830000000,2,1,2,4
1555743600000,3,6,9,1
1555657200000,3,8,1,2
1555570800000,9,9,5,8
1555484400000,4,4,5,3
1555398000000,1,2,5,7
1555311600000,8,1,8,7
1555225200000,6,5,6,7
1555138800000,1,3,6,2
1555052400000,0,6,5,8
1554966000000,3,6,0,3
1554879600000,6,6,3,0
1554793200000,1,5,2,7
1554706800000,8,1,4,1
1554620400000,2,4,2,1
1554534000000,5,1,3,6
1554447600000,9,7,1,2
1554361200000,9,9,8,7
1554274800000,6,4,5,6
1554188400000,4,4,0,0
1554102000000,3,6,8,0
1554015600000,9,9,4,7
1553929200000,3,6,1,8
1553842800000,4,6,0,5
1553756400000,6,5,4,8
1553670000000,2,2,9,3
1553583600000,5,3,4,1
1553497200000,5,9,0,1
1553410800000,5,0,5,5
1553324400000,7,7,4,8
1553238000000,1,9,8,0
1553151600000,0,4,0,0
1553065200000,8,3,2,1
1552978800000,0,8,4,6
1552892400000,7,6,8,0
1552806000000,0,8,7,6
1552719600000,1,4,1,2
1552633200000,6,9,7,2
1552546800000,7,7,4,3
1552460400000,5,4,4,1
1552374000000,2,9,2,9
1552287600000,5,4,0,6
1552204800000,2,8,9,3
1552118400000,9,8,8,2
1552032000000,3,5,0,8
1551945600000,1,1,4,1
1551859200000,4,0,4,7
1551772800000,3,4,0,2
1551686400000,9,8,7,4
1551600000000,7,6,4,2
1551513600000,6,0,1,1
1551427200000,9,6,8,2
1551340800000,0,3,5,5
1551254400000,5,2,3,4
1551168000000,3,8,0,9
1551081600000,3,8,1,1
1550995200000,2,7,4,4
1550908800000,5,3,3,4
1550822400000,3,9,7,2
1550736000000,2,7,2,6
1550649600000,5,8,2,1
1550563200000,4,7,8,9
1550476800000,0,3,3,3
1550390400000,0,5,7,5
1550304000000,1,5,5,7
1550217600000,3,5,0,4
1550131200000,6,5,9,3
1550044800000,4,9,6,6
1549958400000,8,7,9,9
1549872000000,0,1,8,6
1549785600000,4,1,8,4
1549699200000,4,6,7,8
1549612800000,9,2,1,9
1549526400000,6,9,6,5
1549440000000,7,8,8,7
1549353600000,6,5,2,3
1549267200000,4,6,7,1
1549180800000,4,1,9,3
1549094400000,0,5,5,2
1549008000000,4,9,5,1
1548921600000,7,5,6,9
1548835200000,1,9,6,6
1548748800000,1,9,8,3
1548662400000,8,8,8,3
1548576000000,3,6,6,2
1548489600000,6,9,1,7
1548403200000,5,2,5,2
1548316800000,1,6,6,1
1548230400000,1,3,0,8
1548144000000,3,2,2,4
1548057600000,3,0,1,9
1547971200000,6,0,1,1
1547884800000,1,0,1,4
1547798400000,5,4,0,4
1547712000000,3,7,1,2
1547625600000,8,9,7,5
1547539200000,9,1,3,7
1547452800000,8,7,1,4
1547366400000,8,6,4,1
1547280000000,9,1,3,1
1547193600000,3,3,5,4
1547107200000,1,3,1,1
1547020800000,9,4,0,6
1546934400000,8,9,8,6
1546848000000,3,5,8,0
1546761600000,1,2,9,0
1546675200000,1,4,7,6
1546588800000,2,1,1,4
1546502400000,6,7,2,2
1546416000000,9,1,6,0
1546329600000,3,4,5,8
1546243200000,7,6,8,6
1546156800000,6,5,8,3
1546070400000,9,4,6,7
1545984000000,6,9,6,3
1545897600000,9,3,3,5
1545811200000,9,6,6,6
1545724800000,2,8,1,3
1545638400000,9,8,0,4
1545552000000,6,7,9,3
1545465600000,6,2,3,9
1545379200000,8,5,0,8
1545292800000,5,1,1,1
1545206400000,8,5,6,1
1545120000000,1,4,5,3
1545033600000,9,8,4,8
1544947200000,8,4,4,1
1544860800000,4,4,4,0
1544774400000,2,8,4,9
1544688000000,2,2,0,2
1544601600000,7,3,9,0
1544515200000,2,2,6,3
1544428800000,9,7,5,3
1544342400000,9,8,0,9
1544256000000,5,3,7,0
1544169600000,0,0,5,7
1544083200000,9,5,9,9
1543996800000,8,1,8,8
1543910400000,3,4,9,0
1543824000000,2,4,7,9
1543737600000,9,3,4,1
1543651200000,0,6,2,6
1543564800000,9,6,0,9
1543478400000,1,0,1,6
1543392000000,3,1,3,5
1543305600000,6,2,6,5
1543219200000,1,0,8,6
1543132800000,5,8,4,8
1543046400000,9,7,5,5
1542960000000,3,0,8,9
1542873600000,3,7,6,9
1542787200000,5,3,3,5
1542700800000,5,8,8,3
1542614400000,8,0,7,7
1542528000000,3,9,9,6
1542441600000,9,6,2,7
1542355200000,4,4,6,3
1542268800000,8,6,6,9
1542182400000,4,5,7,8
1542096000000,8,7,5,5
1542009600000,0,1,8,6
1541923200000,5,0,3,0
1541836800000,4,3,3,9
1541750400000,8,2,2,3
1541664000000,0,3,1,6
1541577600000,2,1,6,8
1541491200000,2,1,4,4
1541404800000,1,0,4,3
1541314800000,9,2,5,6
1541228400000,8,2,8,3
1541142000000,0,6,6,1
1541055600000,8,2,7,0
1540969200000,1,2,4,5
1540882800000,8,1,3,7
1540796400000,2,2,8,2
1540710000000,9,9,9,6
1540623600000,7,1,4,5
1540537200000,6,5,6,2
1540450800000,9,2,8,8
1540364400000,1,6,2,6
1540278000000,2,3,1,4
1540191600000,6,5,5,7
1540105200000,4,8,3,2
1540018800000,4,8,9,7
1539932400000,5,5,9,4
1539846000000,8,8,7,5
1539759600000,7,6,4,6
1539673200000,2,5,7,7
1539586800000,6,2,7,4
1539500400000,0,6,2,2
1539414000000,6,2,9,8
1539327600000,0,6,4,5
1539241200000,9,5,1,6
1539154800000,8,2,6,5
1539068400000,2,5,9,8
1538982000000,3,7,9,5
1538895600000,7,8,0,7
1538809200000,3,0,9,3
1538722800000,2,2,7,2
1538636400000,5,1,6,8
1538550000000,1,9,0,4
1538463600000,3,4,0,8
1538377200000,8,7,3,0
1538290800000,7,7,5,0
1538204400000,2,5,5,0
1538118000000,7,4,3,2
1538031600000,7,9,4,5
1537945200000,2,8,6,2
1537858800000,5,4,6,1
1537772400000,6,4,7,5
1537686000000,6,5,4,1
1537599600000,1,4,4,9
1537513200000,6,3,2,1
1537426800000,3,2,2,9
1537340400000,8,4,0,5
1537254000000,1,1,3,7
1537167600000,4,0,1,1
1537081200000,3,2,4,0
1536994800000,5,6,7,8
1536908400000,6,3,9,4
1536822000000,5,4,4,0
1536735600000,1,0,9,1
1536649200000,2,5,8,8
1536562800000,9,8,7,0
1536476400000,0,1,9,7
1536390000000,9,9,5,6
1536303600000,9,1,9,6
1536217200000,7,2,9,4
1536130800000,0,2,8,6
1536044400000,6,9,1,3
1535958000000,1,7,7,0
1535871600000,0,7,8,1
1535785200000,9,9,1,9
1535698800000,4,4,4,2
1535612400000,6,6,3,2
1535526000000,9,7,0,4
1535439600000,9,7,8,6
1535353200000,4,3,9,1
1535266800000,1,8,8,7
1535180400000,0,8,1,8
1535094000000,6,3,7,7
1535007600000,6,2,9,2
1534921200000,4,6,4,6
1534834800000,3,6,9,3
1534748400000,9,5,4,5
1534662000000,8,1,7,0
1534575600000,6,8,0,4
1534489200000,8,7,3,0
1534402800000,5,5,4,7
1534316400000,1,3,8,7
1534230000000,7,1,4,8
1534143600000,7,2,0,4
1534057200000,1,5,4,1
1533970800000,4,5,2,9
1533884400000,6,5,9,5
1533798000000,9,9,9,4
1533711600000,9,6,2,7
1533625200000,4,7,7,8
1533538800000,0,9,8,1
1533452400000,6,6,6,4
1533366000000,4,2,8,2
1533279600000,7,2,3,5
1533193200000,5,1,1,4
1533106800000,2,9,2,6
1533020400000,5,7,6,1
1532934000000,5,0,0,0
1532847600000,6,0,0,8
1532761200000,1,2,6,1
1532674800000,3,2,4,8
1532588400000,9,0,7,0
1532502000000,5,9,3,0
1532415600000,0,3,9,9
1532329200000,9,5,8,5
1532242800000,4,8,6,6
1532156400000,6,6,1,5
1532070000000,8,9,3,5
1531983600000,3,2,6,7
1531897200000,4,5,4,5
1531810800000,3,9,4,3
1531724400000,8,6,1,9
1531638000000,9,5,1,2
1531551600000,3,9,4,5
1531465200000,2,0,9,8
1531378800000,4,2,4,4
1531292400000,1,6,5,7
1531206000000,6,6,3,1
1531119600000,4,2,4,8
1531033200000,9,1,6,5
1530946800000,6,4,1,6
1530860400000,3,9,3,1
1530774000000,4,8,9,9
1530687600000,9,3,9,2
1530601200000,0,3,6,7
1530514800000,7,7,2,8
1530428400000,6,6,1,8
1530342000000,3,5,2,8
1530255600000,4,7,2,9
1530169200000,5,3,1,6
1530082800000,3,8,1,7
1529996400000,5,5,2,2
1529910000000,6,9,4,0
1529823600000,7,7,8,4
1529737200000,4,7,0,2
1529650800000,8,6,8,3
1529564400000,2,5,7,7
1529478000000,2,2,0,9
1529391600000,8,2,8,9
1529305200000,7,1,8,4
1529218800000,6,6,9,4
1529132400000,0,5,0,1
1529046000000,9,6,6,1
1528959600000,7,7,0,5
1528873200000,7,6,0,1
1528786800000,8,1,7,6
1528700400000,4,7,6,8
1528614000000,7,2,7,1
1528527600000,1,9,1,9
1528441200000,0,4,0,2
1528354800000,9,4,2,1
1528268400000,8,2,3,2
1528182000000,7,2,2,8
1528095600000,9,5,4,1
1528009200000,6,0,2,5
1527922800000,2,6,2,5
1527836400000,0,2,3,5
1527750000000,0,2,3,7
1527663600000,1,7,9,5
1527577200000,1,5,3,2
1527490800000,1,9,1,4
1527404400000,4,5,9,3
1527318000000,4,0,8,7
1527231600000,8,5,2,5
1527145200000,4,9,0,4
1527058800000,4,0,5,8
1526972400000,8,9,8,5
1526886000000,4,4,3,3
1526799600000,6,8,3,2
1526713200000,0,0,9,7
1526626800000,0,9,7,7
1526540400000,7,5,2,2
1526454000000,5,8,7,0
1526367600000,9,6,2,8
1526281200000,1,6,7,3
1526194800000,6,1,4,4
1526108400000,1,2,4,7
1526022000000,5,0,2,3
1525935600000,3,0,6,8
1525849200000,1,6,2,7
1525762800000,3,8,7,7
1525676400000,3,6,5,9
1525590000000,1,4,0,8
1525503600000,2,7,2,3
1525417200000,5,9,1,9
1525330800000,1,6,1,0
1525244400000,5,7,1,8
1525158000000,2,2,4,6
1525071600000,4,2,8,9
1524985200000,9,2,5,1
1524898800000,5,3,5,3
1524812400000,0,2,0,0
1524726000000,3,0,1,2
1524639600000,3,4,0,4
1524553200000,4,7,8,4
1524466800000,6,6,0,0
1524380400000,6,1,5,7
1524294000000,4,9,1,4
1524207600000,5,1,5,8
1524121200000,3,5,0,4
1524034800000,8,7,3,5
1523948400000,1,1,8,4
1523862000000,4,1,9,6
1523775600000,6,8,7,7
1523689200000,6,4,6,3
1523602800000,9,1,4,4
1523516400000,0,2,6,6
1523430000000,7,3,4,4
1523343600000,4,2,3,0
1523257200000,9,3,2,6
1523170800000,6,0,7,3
1523084400000,7,7,6,7
1522998000000,6,2,9,3
1522911600000,9,7,2,2
1522825200000,2,8,8,9
1522738800000,6,8,5,0
1522652400000,1,6,2,0
1522566000000,4,5,1,5
1522479600000,6,3,7,0
1522393200000,7,3,8,5
1522306800000,9,1,7,0
1522220400000,8,4,6,2
1522134000000,9,6,0,2
1522047600000,2,2,6,2
1521961200000,5,9,5,9
1521874800000,9,7,5,8
1521788400000,7,9,1,1
1521702000000,4,3,4,8
1521615600000,2,0,1,2
1521529200000,0,0,7,7
1521442800000,7,4,0,1
1521356400000,8,0,7,3
1521270000000,0,7,7,0
1521183600000,8,9,0,5
1521097200000,2,9,9,4
1521010800000,0,1,1,8
1520924400000,3,7,4,9
1520838000000,4,9,1,5
1520755200000,6,0,8,7
1520668800000,3,4,6,5
1520582400000,3,7,7,5
1520496000000,3,7,5,7
1520409600000,5,7,6,4
1520323200000,4,3,8,4
1520236800000,5,3,9,2
1520150400000,1,8,6,6
1520064000000,0,8,3,5
1519977600000,8,5,0,3
1519891200000,2,7,9,0
1519804800000,0,5,1,9
1519718400000,9,7,0,7
1519632000000,5,4,5,5
1519545600000,4,6,2,9
1519459200000,4,3,7,0
1519372800000,0,4,8,0
1519286400000,7,4,3,7
1519200000000,5,1,8,3
1519113600000,1,9,8,6
1519027200000,2,5,8,9
1518940800000,0,1,0,2
1518854400000,6,8,1,0
1518768000000,0,4,7,0
1518681600000,2,5,3,2
1518595200000,1,6,2,4
1518508800000,1,1,9,1
1518422400000,8,6,9,6
1518336000000,3,9,0,7
1518249600000,6,1,9,9
1518163200000,9,4,2,7
1518076800000,5,0,4,0
1517990400000,8,5,1,0
1517904000000,1,3,0,0
1517817600000,6,7,5,4
1517731200000,7,8,1,8
1517644800000,1,4,2,6
1517558400000,2,9,3,6
1517472000000,7,7,3,8
1517385600000,6,4,2,9
1517299200000,4,7,2,5
1517212800000,1,9,7,0
1517126400000,3,2,0,0
1517040000000,4,1,7,6
1516953600000,8,9,3,2
1516867200000,4,5,0,7
1516780800000,6,9,0,9
1516694400000,6,0,2,2
1516608000000,8,5,4,4
1516521600000,2,3,1,2
1516435200000,7,4,5,0
1516348800000,4,0,3,8
1516262400000,8,4,6,2
1516176000000,3,5,0,7
1516089600000,4,8,4,0
1516003200000,8,1,1,7
1515916800000,2,2,8,2
1515830400000,5,8,9,1
1515744000000,0,2,4,0
1515657600000,5,4,1,7
1515571200000,4,7,7,8
1515484800000,9,0,6,7
1515398400000,4,8,3,0
1515312000000,6,7,6,6
1515225600000,0,8,9,5
1515139200000,6,0,8,2
1515052800000,3,7,3,1
1514966400000,8,4,2,4
1514880000000,8,9,8,8
1514793600000,0,3,6,9
1514707200000,3,3,9,4
1514620800000,7,3,5,5
1514534400000,4,0,2,2
1514448000000,3,5,5,6
1514361600000,4,8,5,0
1514275200000,4,4,2,0
1514188800000,8,6,1,4
1514102400000,6,6,7,8
1514016000000,1,7,8,9
1513929600000,0,9,0,0
1513843200000,0,9,8,7
1513756800000,1,6,5,4
1513670400000,7,6,2,6
1513584000000,2,5,1,3
1513497600000,4,9,9,9
1513411200000,3,9,8,9
1513324800000,6,9,0,7
1513238400000,9,3,8,6
1513152000000,2,4,2,6
1513065600000,0,4,0,8
1512979200000,0,3,3,7
1512892800000,4,1,5,1
1512806400000,5,9,8,6
1512720000000,0,9,8,3
1512633600000,1,6,3,1
1512547200000,1,5,6,4
1512460800000,0,0,1,3
1512374400000,1,7,3,9
1512288000000,3,0,2,2
1512201600000,6,6,0,9
1512115200000,0,8,9,3
1512028800000,6,1,6,9
1511942400000,6,3,5,7
1511856000000,4,1,5,9
1511769600000,2,8,4,9
1511683200000,6,2,8,0
1511596800000,2,7,8,4
1511510400000,1,7,7,6
1511424000000,6,7,7,7
1511337600000,6,2,1,7
1511251200000,4,2,6,7
1511164800000,6,6,6,5
1511078400000,3,8,5,0
1510992000000,3,0,3,1
1510905600000,5,3,4,7
1510819200000,1,0,7,9
1510732800000,6,0,6,4
1510646400000,9,2,6,6
1510560000000,8,5,7,5
1510473600000,9,8,5,0
1510387200000,8,7,6,0
1510300800000,6,5,5,0
1510214400000,1,2,4,8
1510128000000,3,8,4,8
1510041600000,2,3,4,7
1509955200000,6,1,5,6
1509865200000,9,7,6,9
1509778800000,8,1,7,8
1509692400000,0,8,8,4
1509606000000,9,1,3,0
1509519600000,3,0,0,9
1509433200000,7,1,3,9
1509346800000,8,6,0,1
1509260400000,6,5,1,0
1509174000000,4,3,5,0
1509087600000,2,1,4,0
1509001200000,9,0,8,4
1508914800000,7,0,4,2
1508828400000,9,6,3,6
1508742000000,7,9,5,9
1508655600000,3,4,9,4
1508569200000,9,0,7,3
1508482800000,6,4,4,6
1508396400000,7,1,8,2
1508310000000,6,3,7,4
1508223600000,9,5,1,4
1508137200000,4,4,4,8
1508050800000,3,4,6,3
1507964400000,0,6,1,5
1507878000000,9,4,3,5
1507791600000,2,1,2,8
1507705200000,2,5,6,8
1507618800000,3,3,0,4
1507532400000,5,2,8,2
1507446000000,8,8,7,3
1507359600000,2,4,1,1
1507273200000,4,9,0,9
1507186800000,6,9,3,0
1507100400000,2,6,5,2
1507014000000,8,4,0,2
1506927600000,1,7,1,6
1506841200000,0,2,5,0
1506754800000,2,3,4,9
1506668400000,5,4,6,2
1506582000000,4,7,5,2
1506495600000,4,6,5,7
1506409200000,4,6,8,1
1506322800000,6,8,2,9
1506236400000,4,1,3,4
1506150000000,0,5,5,1
1506063600000,3,1,0,8
1505977200000,9,2,2,6
1505890800000,2,8,1,0
1505804400000,7,8,0,1
1505718000000,3,4,4,1
1505631600000,9,0,0,9
1505545200000,5,5,3,9
1505458800000,4,2,6,7
1505372400000,5,2,0,4
1505286000000,0,5,0,3
1505199600000,4,8,3,5
1505113200000,4,4,4,7
1505026800000,3,6,8,7
1504940400000,7,5,3,6
1504854000000,7,5,3,4
1504767600000,1,4,1,8
1504681200000,1,0,1,7
1504594800000,7,2,3,4
1504508400000,5,5,4,3
1504422000000,6,8,7,2
1504335600000,0,7,2,9
1504249200000,4,3,0,7
1504162800000,4,1,6,0
1504076400000,4,7,2,4
1503990000000,7,1,8,4
1503903600000,1,6,3,1
1503817200000,1,7,8,0
1503730800000,2,3,6,7
1503644400000,6,8,4,4
1503558000000,6,2,2,7
1503471600000,4,6,6,2
1503385200000,0,0,3,4
1503298800000,2,4,9,6
1503212400000,2,2,4,4
1503126000000,0,5,5,1
1503039600000,5,5,8,4
1502953200000,4,5,0,8
1502866800000,0,6,6,4
1502780400000,2,0,4,8
1502694000000,1,2,2,6
1502607600000,1,3,0,6
1502521200000,4,6,5,2
1502434800000,5,5,6,7
1502348400000,7,2,1,8
1502262000000,8,2,5,6
1502175600000,5,8,7,0
1502089200000,7,7,6,2
1502002800000,5,0,5,2
1501916400000,0,3,3,7
1501830000000,4,3,2,1
1501743600000,9,7,8,3
1501657200000,6,3,1,5
1501570800000,9,0,4,5
1501484400000,5,7,2,2
1501398000000,7,0,3,6
1501311600000,8,9,1,4
1501225200000,8,4,1,0
1501138800000,5,5,8,7
1501052400000,0,2,0,1
1500966000000,6,4,4,2
1500879600000,8,7,2,4
1500793200000,0,5,8,5
1500706800000,8,5,6,8
1500620400000,5,4,5,3
1500534000000,2,4,7,1
1500447600000,2,5,3,7
1500361200000,4,2,5,8
1500274800000,1,3,3,9
1500188400000,5,3,4,5
1500102000000,9,3,3,8
1500015600000,8,3,3,0
1499929200000,4,9,5,3
1499842800000,8,3,3,9
1499756400000,9,4,1,4
1499670000000,1,1,3,3
1499583600000,2,5,8,8
1499497200000,6,7,2,8
1499410800000,3,6,1,1
1499324400000,5,1,7,9
1499238000000,4,0,7,8
1499151600000,8,4,8,5
1499065200000,2,9,2,9
1498978800000,0,0,0,1
1498892400000,6,1,7,2
1498806000000,2,8,4,8
1498719600000,3,4,7,5
1498633200000,2,4,1,5
1498546800000,5,4,3,5
1498460400000,5,3,5,7
1498374000000,4,6,4,0
1498287600000,3,4,5,5
1498201200000,3,8,3,7
1498114800000,9,1,7,9
1498028400000,7,7,4,0
1497942000000,1,7,8,5
1497855600000,7,1,5,1
1497769200000,6,4,5,4
1497682800000,7,1,8,9
1497596400000,0,2,4,2
1497510000000,8,5,6,1
1497423600000,9,2,3,9
1497337200000,6,9,0,7
1497250800000,4,3,7,4
1497164400000,3,8,1,7
1497078000000,6,0,1,1
1496991600000,2,8,0,1
1496905200000,0,3,7,2
1496818800000,8,9,2,9
1496732400000,6,9,0,6
1496646000000,8,6,5,4
1496559600000,5,4,1,6
1496473200000,7,2,1,2
1496386800000,9,1,3,0
1496300400000,4,4,2,6
1496214000000,5,6,8,3
1496127600000,9,2,1,8
1496041200000,2,6,1,1
1495954800000,8,5,5,2
1495868400000,6,0,0,2
1495782000000,5,7,8,6
1495695600000,4,9,5,2
1495609200000,8,9,5,0
1495522800000,1,6,5,0
1495436400000,4,1,2,2
1495350000000,1,0,5,8
1495263600000,6,7,2,3
1495177200000,9,3,4,8
1495090800000,9,5,8,2
1495004400000,8,0,7,0
1494918000000,2,7,4,5
1494831600000,0,3,5,2
1494745200000,5,2,8,5
1494658800000,4,8,1,4
1494572400000,6,9,0,1
1494486000000,1,9,7,9
1494399600000,1,6,8,8
1494313200000,9,6,8,3
1494226800000,4,6,7,5
1494140400000,1,3,1,2
1494054000000,9,9,7,4
1493967600000,1,6,8,9
1493881200000,6,8,3,3
1493794800000,9,4,8,1
1493708400000,2,6,6,4
1493622000000,1,6,8,6
1493535600000,0,9,0,2
1493449200000,3,5,5,8
1493362800000,6,8,1,1
1493276400000,3,7,1,1
1493190000000,3,9,6,8
1493103600000,2,0,1,4
1493017200000,2,0,4,8
1492930800000,6,2,1,1
1492844400000,0,6,6,7
1492758000000,2,7,0,2
1492671600000,8,1,6,1
1492585200000,7,4,1,5
1492498800000,1,0,9,4
1492412400000,6,1,0,1
1492326000000,5,3,6,0
1492239600000,7,9,9,5
1492153200000,7,1,2,7
1492066800000,8,4,4,4
1491980400000,8,4,6,5
1491894000000,0,0,0,6
1491807600000,6,1,5,9
1491721200000,6,4,8,8
1491634800000,1,1,1,2
1491548400000,8,8,0,0
1491462000000,2,6,6,8
1491375600000,5,1,9,5
1491289200000,6,1,7,8
1491202800000,9,1,2,3
1491116400000,6,8,6,3
1491030000000,1,9,0,4
1490943600000,3,6,1,4
1490857200000,5,0,6,8
1490770800000,2,6,4,7
1490684400000,1,2,0,2
1490598000000,3,3,2,6
1490511600000,6,1,9,5
1490425200000,9,1,9,2
1490338800000,2,0,8,5
1490252400000,9,2,4,5
1490166000000,9,5,0,1
1490079600000,0,0,6,5
1489993200000,5,7,0,0
1489906800000,0,9,0,6
1489820400000,3,1,3,5
1489734000000,3,4,2,4
1489647600000,8,6,4,9
1489561200000,9,3,7,8
1489474800000,0,8,5,3
1489388400000,6,1,3,4
1489305600000,5,9,6,2
1489219200000,1,8,7,6
1489132800000,2,4,6,3
1489046400000,5,8,9,1
1488960000000,5,2,3,7
1488873600000,6,5,3,9
1488787200000,7,9,2,2
1488700800000,6,9,1,2
1488614400000,7,0,6,9
1488528000000,1,4,9,7
1488441600000,8,6,6,5
1488355200000,8,0,1,7
1488268800000,8,6,1,0
1488182400000,9,0,8,2
1488096000000,7,4,2,1
1488009600000,6,1,7,3
1487923200000,6,6,9,6
1487836800000,0,0,6,5
1487750400000,9,0,3,1
1487664000000,9,3,3,4
1487577600000,6,0,5,8
1487491200000,2,4,0,5
1487404800000,7,4,1,0
1487318400000,8,8,5,0
1487232000000,9,3,0,7
1487145600000,8,3,8,7
1487059200000,8,9,5,8
1486972800000,2,3,6,9
1486886400000,4,5,5,7
1486800000000,0,6,6,2
1486713600000,4,4,0,6
1486627200000,3,4,0,2
1486540800000,2,9,7,6
1486454400000,3,4,8,2
1486368000000,4,6,2,6
1486281600000,6,6,9,3
1486195200000,2,5,6,6
1486108800000,2,9,3,6
1486022400000,5,6,5,6
1485936000000,7,0,9,7
1485849600000,4,8,6,2
1485763200000,6,4,4,7
1485676800000,5,6,4,0
1485590400000,5,8,6,1
1485504000000,6,8,2,5
1485417600000,2,3,3,0
1485331200000,7,1,9,3
1485244800000,9,5,1,1
1485158400000,6,2,1,2
1485072000000,9,7,4,0
1484985600000,0,7,2,0
1484899200000,7,1,1,3
1484812800000,7,6,2,8
1484726400000,2,3,4,3
1484640000000,9,5,8,4
1484553600000,3,7,9,3
1484467200000,1,5,2,6
1484380800000,9,7,8,3
1484294400000,4,1,3,2
1484208000000,5,3,1,8
1484121600000,5,0,5,1
1484035200000,0,8,9,5
1483948800000,8,9,7,8
1483862400000,9,6,3,8
1483776000000,7,3,3,6
1483689600000,6,8,4,4
1483603200000,8,0,4,0
1483516800000,2,5,4,1
1483430400000,7,7,7,5
1483344000000,7,5,8,2
1483257600000,2,4,3,6
1483171200000,6,1,9,4
1483084800000,3,3,1,4
1482998400000,6,6,6,2
1482912000000,4,0,0,7
1482825600000,7,8,6,4
1482739200000,5,8,1,4
1482652800000,5,0,0,3
1482566400000,2,6,1,4
1482480000000,9,5,9,5
1482393600000,8,2,0,3
1482307200000,3,8,3,4
1482220800000,0,8,9,9
1482134400000,0,8,4,7
1482048000000,7,0,0,5
1481961600000,9,6,4,7
1481875200000,4,9,5,5
1481788800000,8,4,8,3
1481702400000,0,3,2,8
1481616000000,8,4,0,4
1481529600000,3,6,2,1
1481443200000,8,6,6,6
1481356800000,9,8,5,9
1481270400000,5,5,1,8
1481184000000,4,9,8,9
1481097600000,1,4,7,7
1481011200000,7,8,5,8
1480924800000,9,1,8,1
1480838400000,8,5,8,7
1480752000000,7,4,1,2
1480665600000,2,2,8,9
1480579200000,8,8,3,9
1480492800000,1,1,7,1
1480406400000,5,9,9,3
1480320000000,0,6,1,5
1480233600000,7,3,6,8
1480147200000,6,7,4,6
1480060800000,6,7,2,0
1479974400000,0,4,5,5
1479888000000,4,6,3,0
1479801600000,4,6,2,6
1479715200000,6,7,8,1
1479628800000,6,4,6,2
1479542400000,9,9,7,8
